id,name,known_name,gender,birth_date,birth_city,birth_country,death_date,death_city,death_country,prize_number,year,category,share,motivation,prize_amount,prize_amount_adjusted,sort_order
245,Geoffrey Wilkinson,Geoffrey Wilkinson,male,1921-07-14,Todmorden,United Kingdom,1996-09-26,London,United Kingdom,1,1973,Chemistry,,"for their pioneering work, performed independently, on the chemistry of the organometallic, so called sandwich compounds",510000,4213275,2
371,Georg von Békésy,Georg von Békésy,male,1899-06-03,Budapest,Hungary,1972-06-13,"Honolulu, HI",USA,1,1961,Physiology or Medicine,,for his discoveries of the physical mechanism of stimulation within the cochlea,250233,3639892,1
253,Georg Wittig,Georg Wittig,male,1897-06-16,Berlin,Germany,1987-08-26,Heidelberg,West Germany,1,1979,Chemistry,,"for their development of the use of boron- and phosphorus-containing compounds, respectively, into important reagents in organic synthesis",800000,3778486,2
744,George A. Akerlof,George A. Akerlof,male,1940-06-17,"New Haven, CT",USA,,,,1,2001,Economic Sciences,,for their analyses of markets with asymmetric information,10000000,15547541,1
280,George A. Olah,George A. Olah,male,1927-05-22,Budapest,Hungary,2017-03-08,"Los Angeles, CA",USA,1,1994,Chemistry,,for his contribution to carbocation chemistry,7000000,11696265,1
364,George Wells Beadle,George Beadle,male,1903-10-22,"Wahoo, NE",USA,1989-06-09,"Pomona, CA",USA,1,1958,Physiology or Medicine,,for their discovery that genes act by regulating definite chemical events,214559,3346838,1
596,George Bernard Shaw,George Bernard Shaw,male,1856-07-26,Dublin,Ireland,1950-11-02,Ayot St. Lawrence,United Kingdom,1,1925,Literature,,"for his work which is marked by both idealism and humanity, its stimulating satire often being infused with a singular poetic beauty",118165,4060423,1
514,George Catlett Marshall,George C. Marshall,male,1880-12-31,"Uniontown, PA",USA,1959-10-16,"Washington, D.C.",USA,1,1953,Peace,,for proposing and supervising the plan for the economic recovery of Europe,175293,3247029,1
421,George D. Snell,George D. Snell,male,1903-12-19,"Bradford, MA",USA,1996-06-06,"Bar Harbor, ME",USA,1,1980,Physiology or Medicine,,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions,880000,3654081,3
201,George de Hevesy,George de Hevesy,male,1885-08-01,Budapest,Austria-Hungary,1966-07-05,Freiburg im Breisgau,West Germany,1,1943,Chemistry,,for his work on the use of isotopes as tracers in the study of chemical processes,123691,3187732,1
405,George E. Palade,George E. Palade,male,1912-11-19,Iasi,Romania,2008-10-07,"Del Mar, CA",USA,1,1974,Physiology or Medicine,,for their discoveries concerning the structural and functional organization of the cell,550000,4126741,3
840,George E. Smith,George E. Smith,male,1930-05-10,"White Plains, NY",USA,2025-05-28,"Barnegat Township, NJ",USA,1,2009,Physics,,for the invention of an imaging semiconductor circuit - the CCD sensor,10000000,13857393,3
805,George F. Smoot,George F. Smoot,male,1945-02-20,"Yukon, FL",USA,2025-09-18,Paris,France,1,2006,Physics,,for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation,10000000,14608749,2
439,George H. Hitchings,George H. Hitchings,male,1905-04-18,"Hoquiam, WA",USA,1998-02-27,"Chapel Hill, NC",USA,1,1988,Physiology or Medicine,,for their discoveries of important principles for drug treatment,2500000,5874628,3
326,George Hoyt Whipple,George H. Whipple,male,1878-08-28,"Ashland, NH",USA,1976-02-01,"Rochester, NY",USA,1,1934,Physiology or Medicine,,for their discoveries concerning liver therapy in cases of anaemia,162608,6534637,1
696,George J. Stigler,George J. Stigler,male,1911-01-17,"Renton, WA",USA,1991-12-01,"Chicago, IL",USA,1,1982,Economic Sciences,,"for his seminal studies of industrial structures, functioning of markets and causes and effects of public regulation",1150000,3923237,1
964,George P. Smith,George P. Smith,male,1941-03-10,"Norwalk, CT",USA,,,,1,2018,Chemistry,,for the phage display of peptides and antibodies,9000000,11380800,2
45,George Paget Thomson,George Paget Thomson,male,1892-05-03,Cambridge,United Kingdom,1975-09-10,Cambridge,United Kingdom,1,1937,Physics,,for their experimental discovery of the diffraction of electrons by crystals,158463,5963742,2
235,George Porter,George Porter,male,1920-12-06,Stainforth,United Kingdom,2002-08-31,Canterbury,United Kingdom,1,1967,Chemistry,,"for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy",320000,3595829,3
327,George Richards Minot,George R. Minot,male,1885-12-02,"Boston, MA",USA,1950-02-25,"Brookline, MA",USA,1,1934,Physiology or Medicine,,for their discoveries concerning liver therapy in cases of anaemia,162608,6534637,2
387,George Wald,George Wald,male,1906-11-18,"New York, NY",USA,1997-04-12,"Cambridge, MA",USA,1,1967,Physiology or Medicine,,for their discoveries concerning the primary physiological and chemical visual processes in the eye,320000,3595829,3
142,Georges Charpak,Georges Charpak,male,1924-08-01,Dabrovica,Poland,2010-09-29,Paris,France,1,1992,Physics,,"for his invention and development of particle detectors, in particular the multiwire proportional chamber",6500000,11613791,1
430,Georges J.F. Köhler,Georges J.F. Köhler,male,1946-04-17,Munich,Germany,1995-03-01,Freiburg im Breisgau,Germany,1,1984,Physiology or Medicine,,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies,1650000,4782579,2
517,Georges Pire,Georges Pire,male,1910-02-10,Dinant,Belgium,1969-01-30,Leuven,Belgium,1,1958,Peace,,for his efforts to help refugees to leave their camps and return to a life of freedom and dignity,214559,3346838,1
398,Gerald M. Edelman,Gerald M. Edelman,male,1929-07-01,"New York, NY",USA,2014-05-17,"La Jolla, CA",USA,1,1972,Physiology or Medicine,,for their discoveries concerning the chemical structure of antibodies,480000,4230781,1
697,Gerard Debreu,Gerard Debreu,male,1921-07-04,Calais,France,2004-12-31,Paris,France,1,1983,Economic Sciences,,for having incorporated new analytical methods into economic theory and for his rigorous reformulation of the theory of general equilibrium,1500000,4698151,1
961,Gérard Mourou,Gérard Mourou,male,1944-06-22,Albertville,France,,,,1,2018,Physics,,"for their method of generating high-intensity, ultra-short optical pulses",9000000,11380800,2
158,Gerardus 't Hooft,Gerardus 't Hooft,male,1946-07-05,Den Helder,the Netherlands,,,,1,1999,Physics,,for elucidating the quantum structure of electroweak interactions in physics,7900000,12707531,1
128,Gerd Binnig,Gerd Binnig,male,1947-07-20,Frankfurt-on-the-Main,West Germany,,,,1,1986,Physics,,for their design of the scanning tunneling microscope,2000000,5182514,2
334,Gerhard Domagk,Gerhard Domagk,male,1895-10-30,Lagow,Germany,1964-04-24,Burgberg,West Germany,1,1939,Physiology or Medicine,,for the discovery of the antibacterial effects of prontosil,148822,5346318,1
816,Gerhard Ertl,Gerhard Ertl,male,1936-10-10,Bad Cannstatt,Germany,,,,1,2007,Chemistry,,for his studies of chemical processes on solid surfaces,10000000,14291742,1
240,Gerhard Herzberg,Gerhard Herzberg,male,1904-12-25,Hamburg,Germany,1999-03-03,Ottawa,Canada,1,1971,Chemistry,,"for his contributions to the knowledge of electronic structure and geometry of molecules, particularly free radicals",450000,4200591,1
582,Gerhart Johann Robert Hauptmann,Gerhart Hauptmann,male,1862-11-15,Bad Salzbrunn,Prussia,1946-06-06,Agnetendorf,Germany,1,1912,Literature,,"primarily in recognition of his fruitful, varied and outstanding production in the realm of dramatic art",140476,8540220,1
438,Gertrude B. Elion,Gertrude B. Elion,female,1918-01-23,"New York, NY",USA,1999-02-21,"Chapel Hill, NC",USA,1,1988,Physiology or Medicine,,for their discoveries of important principles for drug treatment,2500000,5874628,2
344,"Gerty Theresa Cori, née Radnitz",Gerty Cori,female,1896-08-15,Prague,Austria-Hungary,1957-10-26,"St. Louis, MO",USA,1,1947,Physiology or Medicine,,for their discovery of the course of the catalytic conversion of glycogen,146115,3685518,2
1001,Giorgio Parisi,Giorgio Parisi,male,1948-08-04,Rome,Italy,,,,1,2021,Physics,,for the discovery of the interplay of disorder and fluctuations in physical systems from atomic to planetary scales,10000000,12096939,3
635,Giorgos Seferis,Giorgos Seferis,male,1900-03-13,Smyrna,Ottoman Empire,1971-09-20,Athens,Greece,1,1963,Literature,,"for his eminent lyrical writing, inspired by a deep feeling for the Hellenic world of culture",265000,3590371,1
576,Giosuè Carducci,Giosuè Carducci,male,1835-07-27,Val di Castello,Tuscany,1907-02-16,Bologna,Italy,1,1906,Literature,,"not only in consideration of his deep learning and critical research, but above all as a tribute to the creative energy, freshness of style, and lyrical force which characterize his poetic masterpieces",138536,9384824,1
229,Giulio Natta,Giulio Natta,male,1903-02-26,Imperia,Italy,1979-05-02,Bergamo,Italy,1,1963,Chemistry,,for their discoveries in the field of the chemistry and technology of high polymers,265000,3590371,2
213,Glenn Theodore Seaborg,Glenn T. Seaborg,male,1912-04-19,"Ishpeming, MI",USA,1999-02-25,"Lafayette, CA",USA,1,1951,Chemistry,,for their discoveries in the chemistry of the transuranium elements,167612,3396650,2
418,Godfrey N. Hounsfield,Godfrey N. Hounsfield,male,1919-08-28,Newark,United Kingdom,2004-08-12,Kingston upon Thames,United Kingdom,1,1979,Physiology or Medicine,,for the development of computer assisted tomography,800000,3778486,2
810,,,,,,,,,,1,2006,Peace,,for their efforts to create economic and social development from below,10000000,14608749,2
597,Grazia Deledda,Grazia Deledda,female,1871-09-27,"Nuoro, Sardinia",Italy,1936-08-15,Rome,Italy,1,1926,Literature,,for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general,116960,4138987,1
972,Gregg L. Semenza,Gregg L. Semenza,male,1956-07-12,"New York, NY",USA,,,,1,2019,Physiology or Medicine,,for their discoveries of how cells sense and adapt to oxygen availability,9000000,11178104,3
13,Guglielmo Marconi,Guglielmo Marconi,male,1874-04-25,Bologna,Italy,1937-07-20,Rome,Italy,1,1909,Physics,,in recognition of their contributions to the development of wireless telegraphy,139800,8958535,1
1009,Guido W. Imbens,Guido W. Imbens,male,1963-09-03,Geldrop,the Netherlands,,,,1,2021,Economic Sciences,,for their methodological contributions to the analysis of causal relationships,10000000,12096939,3
684,Gunnar Myrdal,Gunnar Myrdal,male,1898-12-06,Skattungbyn,Sweden,1987-05-17,Stockholm,Sweden,1,1974,Economic Sciences,,"for their pioneering work in the theory of money and economic fluctuations and for their penetrating analysis of the interdependence of economic, social and institutional phenomena",550000,4126741,1
461,Günter Blobel,Günter Blobel,male,1936-05-21,Waltersdorf,Germany,2018-02-18,"New York, NY",USA,1,1999,Physiology or Medicine,,for the discovery that proteins have intrinsic signals that govern their transport and localization in the cell,7900000,12707531,1
676,Günter Grass,Günter Grass,male,1927-10-16,Danzig,Free City of Danzig,2015-04-13,Lübeck,Germany,1,1999,Literature,,whose frolicsome black fables portray the forgotten face of history,7900000,12707531,1
17,Nils Gustaf Dalén,Gustaf Dalén,male,1869-11-30,Stenstorp,Sweden,1937-12-09,Stockholm,Sweden,1,1912,Physics,,for his invention of automatic regulators for use in conjunction with gas accumulators for illuminating lighthouses and buoys,140476,8540220,1
31,Gustav Ludwig Hertz,Gustav Hertz,male,1887-07-22,Hamburg,Germany,1975-10-30,Berlin,East Germany,1,1925,Physics,,for their discovery of the laws governing the impact of an electron upon an atom,118165,4060423,2
491,Gustav Stresemann,Gustav Stresemann,male,1878-05-10,Berlin,Germany,1929-10-03,Berlin,Germany,1,1926,Peace,,for their crucial role in bringing about the Locarno Treaty,116960,4138987,2
777,H. David Politzer,H. David Politzer,male,1949-08-31,"New York, NY",USA,,,,1,2004,Physics,,for the discovery of asymptotic freedom in the theory of the strong interaction,10000000,14874529,2
389,Har Gobind Khorana,H. Gobind Khorana,male,1922-01-09,Raipur,India,2011-11-09,"Concord, MA",USA,1,1968,Physiology or Medicine,,for their interpretation of the genetic code and its function in protein synthesis,350000,3859767,2
751,H. Robert Horvitz,H. Robert Horvitz,male,1947-05-08,"Chicago, IL",USA,,,,1,2002,Physiology or Medicine,,for their discoveries concerning genetic regulation of organ development and programmed cell death,10000000,15218228,2
626,Halldór Kiljan Laxness,Halldór Laxness,male,1902-04-23,Reykjavik,Iceland,1998-02-08,Reykjavik,Iceland,1,1955,Literature,,for his vivid epic power which has renewed the great narrative art of Iceland,190214,3390958,1
416,Hamilton O. Smith,Hamilton O. Smith,male,1931-08-23,"New York, NY",USA,,,,1,1978,Physiology or Medicine,,for the discovery of restriction enzymes and their application to problems of molecular genetics,725000,3665192,3
1042,Han Kang,Han Kang,female,1970-11-27,Gwangju,South Korea,,,,1,2024,Literature,,for her intense poetic prose that confronts historical traumas and exposes the fragility of human life,11000000,11000000,1
91,Hannes Olof Gösta Alfvén,Hannes Alfvén,male,1908-05-30,Norrköping,Sweden,1995-04-02,Djursholm,Sweden,1,1970,Physics,,for fundamental work and discoveries in magnetohydro-dynamics with fruitful applications in different parts of plasma physics,400000,4018644,1
88,Hans Albrecht Bethe,Hans Bethe,male,1906-07-02,Strasbourg,Germany,2005-03-06,"Ithaca, NY",USA,1,1967,Physics,,"for his contributions to the theory of nuclear reactions, especially his discoveries concerning the energy production in stars",320000,3595829,1
188,Hans Fischer,Hans Fischer,male,1881-07-27,Hoechst,Germany,1945-03-31,Munich,Germany,1,1930,Chemistry,,for his researches into the constitution of haemin and chlorophyll and especially for his synthesis of haemin,172947,6407146,1
136,Hans G. Dehmelt,Hans G. Dehmelt,male,1922-09-09,Görlitz,Prussia,2017-03-07,"Seattle, WA",USA,1,1989,Physics,,for the development of the ion trap technique,3000000,6629077,2
354,Hans Adolf Krebs,Hans Krebs,male,1900-08-25,Hildesheim,Germany,1981-11-22,Oxford,United Kingdom,1,1953,Physiology or Medicine,,for his discovery of the citric acid cycle,175293,3247029,1
329,Hans Spemann,Hans Spemann,male,1869-06-27,Stuttgart,Württemberg,1941-09-12,Freiburg im Breisgau,Germany,1,1935,Physiology or Medicine,,for his discovery of the organizer effect in embryonic development,159917,6319387,1
187,Hans Karl August Simon von Euler-Chelpin,Hans von Euler-Chelpin,male,1873-02-15,Augsburg,Germany,1964-11-06,Stockholm,Sweden,1,1929,Chemistry,,for their investigations on the fermentation of sugar and fermentative enzymes,172760,6206272,2
823,Harald zur Hausen,Harald zur Hausen,male,1936-03-11,Gelsenkirchen,Germany,2023-05-28,Heidelberg,Germany,1,2008,Physiology or Medicine,,for his discovery of human papilloma viruses causing cervical cancer,10000000,13817016,1
192,Harold Clayton Urey,Harold C. Urey,male,1893-04-29,"Walkerton, IN",USA,1981-01-05,"La Jolla, CA",USA,1,1934,Chemistry,,for his discovery of heavy hydrogen,162608,6534637,1
441,Harold E. Varmus,Harold E. Varmus,male,1939-12-18,"Oceanside, NY",USA,,,,1,1989,Physiology or Medicine,,for their discovery of the cellular origin of retroviral oncogenes,3000000,6629077,2
801,Harold Pinter,Harold Pinter,male,1930-10-10,London,United Kingdom,2008-12-24,London,United Kingdom,1,2005,Literature,,who in his plays uncovers the precipice under everyday prattle and forces entry into oppression's closed rooms,10000000,14809494,1
704,Harry M. Markowitz,Harry M. Markowitz,male,1927-08-24,"Chicago, IL",USA,2023-06-22,"San Diego, CA",USA,1,1990,Economic Sciences,,for their pioneering work in the theory of financial economics,4000000,8003376,1
650,Harry Martinson,Harry Martinson,male,1904-05-06,Jämshög,Sweden,1978-02-11,Stockholm,Sweden,1,1974,Literature,,for writings that catch the dewdrop and reflect the cosmos,550000,4126741,2
272,Hartmut Michel,Hartmut Michel,male,1948-07-18,Ludwigsburg,West Germany,,,,1,1988,Chemistry,,for the determination of the three-dimensional structure of a photosynthetic reaction centre,2500000,5874628,3
985,Harvey J. Alter,Harvey J. Alter,male,1935-09-12,"New York, NY",USA,,,,1,2020,Physiology or Medicine,,for the discovery of Hepatitis C virus,10000000,12361835,1
18,Heike Kamerlingh Onnes,Heike Kamerlingh Onnes,male,1853-09-21,Groningen,the Netherlands,1926-02-21,Leiden,the Netherlands,1,1913,Physics,,"for his investigations on the properties of matter at low temperatures which led, inter alia, to the production of liquid helium",143010,8694275,1
647,Heinrich Böll,Heinrich Böll,male,1917-12-21,Cologne,Germany,1985-07-16,Bornheim-Merten,West Germany,1,1972,Literature,,for his writing which through its combination of a broad perspective on his time and a sensitive skill in characterization has contributed to a renewal of German literature,480000,4230781,1
129,Heinrich Rohrer,Heinrich Rohrer,male,1933-06-06,Buchs,Switzerland,2013-05-16,Wollerau,Switzerland,1,1986,Physics,,for their design of the scanning tunneling microscope,2000000,5182514,3
184,Heinrich Otto Wieland,Heinrich Wieland,male,1877-06-04,Pforzheim,Germany,1957-08-05,Munich,West Germany,1,1927,Chemistry,,for his investigations of the constitution of the bile acids and related substances,126501,4544453,1
2,Hendrik Antoon Lorentz,Hendrik A. Lorentz,male,1853-07-18,Arnhem,the Netherlands,1928-02-04,,the Netherlands,1,1902,Physics,,in recognition of the extraordinary service they rendered by their researches into the influence of magnetism upon radiation phenomena,141847,10191492,1
4,Antoine Henri Becquerel,Henri Becquerel,male,1852-12-15,Paris,France,1908-08-25,,France,1,1903,Physics,,in recognition of the extraordinary services he has rendered by his discovery of spontaneous radioactivity,141358,9857642,1
